name,lat,lon,total,dates,charges,countries,gang
"Denham, LA",30.4868564,-90.9562125,1,04/07/26 - 04/07/26,,HONDURAS,
"Newtown, ND",46.8181775,-100.8435695,1,11/26/25 - 11/26/25,,MEXICO,
"New Orleabs, LA",29.9559145,-90.0730259,1,12/04/25 - 12/04/25,,HONDURAS,
"New Kirk, OK",37.2875507,-93.8302098,1,04/22/26 - 04/22/26,,CUBA,
"New Tazewell, TN",36.4425828,-83.5996306,1,03/06/26 - 03/06/26,"Obstructing Judiciary, Congress, Legislature, Etc.",GUATEMALA,
"New Ulm, MN",44.3140261,-94.4614177,1,02/24/25 - 02/24/25,Forgery,MEXICO,
"New Orlenans, LA",29.9559145,-90.0730259,1,06/24/25 - 06/24/25,,COLOMBIA,
"New Orlens, LA",29.9559145,-90.0730259,1,03/25/25 - 03/25/25,,NICARAGUA,
"North, SC",33.6157083,-81.1020414,1,03/07/25 - 03/07/25,Traffic Offenses,HONDURAS,
"Delhi Township, OH",39.1012882,-84.6353349,1,05/11/25 - 05/11/25,,GUATEMALA,
"Newtown Grove, NC",42.1650145,-87.9515057,1,11/04/25 - 11/04/25,Sexual Assault,MEXICO,
"North Chareleston, SC",32.8546197,-79.9748103,1,09/09/25 - 09/09/25,,GUATEMALA,
"North  Las Vegas, NV",36.2005191,-115.1214745,1,02/20/25 - 02/20/25,Sexual Assault,MEXICO,
"North Adams, MA",42.6990349,-73.1118997,1,04/21/26 - 04/21/26,,UNITED STATES,
"Norcriss, GA",33.9412127,-84.2135309,1,01/29/26 - 01/29/26,,VENEZUELA,
"Noristown, PA",40.1148787,-75.3433705,1,06/02/25 - 06/02/25,,MEXICO,
"Noel, MO",36.5453535,-94.4854959,1,11/24/25 - 11/24/25,Immigration,HONDURAS,
"Dime Box, TX",30.3567104,-96.825054,1,07/08/25 - 07/08/25,,MEXICO,
"Dimond Bar, CA",34.0286226,-117.8103367,1,11/16/25 - 11/16/25,,EL SALVADOR,
"Dickston, TN",36.1459327,-87.3480592,1,02/21/26 - 02/21/26,"Obstructing Judiciary, Congress, Legislature, Etc.",MEXICO,
"Nome, AK",64.4975098,-165.4061701,1,01/17/26 - 01/17/26,,NEW ZEALAND,
"North Chesterfld, VA",37.5056125,-77.6087021,1,04/01/26 - 04/01/26,,EL SALVADOR,
"New Field, MN",44.2962056,-94.4484936,1,02/11/26 - 02/11/26,,MEXICO,
"New Haven, MI",43.0936376,-84.1533058,1,01/08/26 - 01/08/26,Robbery,CUBA,
"New Haven, VT",44.1244783,-73.1537566,1,01/23/26 - 01/23/26,,UNITED STATES,
"Dilworth, OK",36.9414189,-97.2280976,1,01/15/26 - 01/15/26,,MEXICO,
"New Berling, TX",29.4641219,-98.1011187,1,12/15/25 - 12/15/25,,VENEZUELA,
"Dixon, MO",37.9917061,-92.0937783,1,12/08/25 - 12/08/25,,RUSSIA,
"Dodge, KS",38.7070162,-100.615679,1,03/27/26 - 03/27/26,Damage Property,GUATEMALA,
"New Brunwick, NJ",40.4951365,-74.44392539,1,02/14/25 - 02/14/25,Assault,MEXICO,
"North Brunsswick, NJ",40.4539249,-74.476545,1,02/27/25 - 02/27/25,Sexual Assault,GUATEMALA,
"North Brunswic, NJ",40.4539249,-74.476545,1,08/13/25 - 08/13/25,Assault,DOMINICAN REPUBLIC,
"District Of Colombia, DC",38.8950368,-77.03654273,1,08/22/25 - 08/22/25,Gambling,EL SALVADOR,
"District Of Columbia, VA",38.8950368,-77.0365427,1,08/20/25 - 08/20/25,,PERU,
"Dix Hills, NY",40.802847,-73.3371556,1,01/22/25 - 01/22/25,Larceny,UNITED STATES,
"Dillon, SC",34.4014089,-79.3864339,1,04/09/25 - 04/09/25,Homicide,MEXICO,
"North Carolina, NC",35.3898958,-80.7102222,1,04/23/25 - 04/23/25,,NICARAGUA,
"North Carrabelle, FL",29.8529504,-84.6706782,1,04/28/25 - 04/28/25,Sex Offenses (Not Involving Assault or Commercialized Sex),HONDURAS,
"North Begen, NJ",40.8042674,-74.012084,1,02/26/25 - 02/26/25,,ECUADOR,
"North Beregen, NJ",40.8042674,-74.012084,1,01/24/26 - 01/24/26,,GUATEMALA,
"North Charelston, SC",32.8546197,-79.9748103,1,04/07/25 - 04/07/25,Traffic Offenses,GUATEMALA,
"North Charleson, SC",32.8546197,-79.9748103,1,08/02/25 - 08/02/25,Burglary,ALGERIA,
"North Charleston, GA",32.8546197,-79.9748103,1,02/07/25 - 02/07/25,Assault,GUATEMALA,
"Deerpark, TX",29.474494,-95.5150537,1,09/30/25 - 09/30/25,Traffic Offenses,VENEZUELA,
"Defunik Springs, FL",30.7210227,-86.1152184,1,11/20/25 - 11/20/25,General Crimes,HONDURAS,
"Dekalb, AL",34.4524349,-85.7662118,1,03/26/25 - 03/26/25,Sex Offenses (Not Involving Assault or Commercialized Sex),GUATEMALA,
"Del Rio Texas, TX",29.3965753,-100.9041625,1,12/16/25 - 12/16/25,Immigration,MEXICO,
"Del Ville, TX",32.7323976,-102.6434081,1,02/04/25 - 02/04/25,Immigration,MEXICO,
"North Bruswick, NJ",40.4539249,-74.476545,1,08/27/25 - 08/27/25,Weapon Offenses,MEXICO,
"North Olmstead, OH",41.4156025,-81.9234726,1,02/10/26 - 02/10/26,,"CHINA, PEOPLES REPUBLIC OF",
"North Painfield, NJ",40.6208476,-74.4279801,1,01/31/26 - 01/31/26,,GUATEMALA,
"Dearborn Hts., MI",42.3369816,-83.2732627,1,03/11/25 - 03/11/25,General Crimes,LEBANON,
"Dearing, GA",33.4131947,-82.3851255,1,03/31/26 - 03/31/26,Traffic Offenses,MEXICO,
"De Moines, NE",41.5878406,-93.5858691,1,06/16/25 - 06/16/25,Traffic Offenses,MEXICO,
"North Louderdale, FL",26.217305,-80.22588109,1,04/24/25 - 04/24/25,Immigration,EL SALVADOR,
"North Mesa, CA",32.9781335,-117.0430771,1,12/07/25 - 12/07/25,,GUATEMALA,
"North Hollywodd, CA",34.1649502,-118.374752,1,01/21/26 - 01/21/26,Assault,MEXICO,
"Northampton, MA",42.3178989,-72.6311006,1,05/27/25 - 05/27/25,Traffic Offenses,MEXICO,
"North Sioux City, SD",42.5246831,-96.4872384,1,05/19/25 - 05/19/25,Assault,GUATEMALA,
"North Kansas City, MO",39.1432057,-94.5733988,1,08/05/25 - 08/05/25,Weapon Offenses,HAITI,
"North Las Vgeas, NV",36.2005191,-115.1214745,1,11/16/25 - 11/16/25,Family Offenses,MEXICO,
"North Lauderhill, FL",26.1248037,-80.1721684,1,03/25/25 - 03/25/25,,EL SALVADOR,
"North Haledon, NJ",40.9550981,-74.1859782,1,09/02/25 - 09/02/25,,TURKIYE,
"New Braunferls, TX",29.7028266,-98.12573481,1,05/21/25 - 05/21/25,Traffic Offenses,MEXICO,
"New Berlin, WI",42.9762181,-88.1084968,1,05/29/25 - 05/29/25,Assault,MEXICO,
"New Castle, IA",41.5616219,-90.5456024,1,02/27/25 - 02/27/25,Traffic Offenses,MEXICO,
"New Brunfels, TX",29.7028266,-98.12573481,1,12/01/25 - 12/01/25,,HONDURAS,
"New Brunsiwck, NJ",40.4043183,-74.2373622,1,10/12/25 - 10/12/25,,MEXICO,
"New Brunswich, NJ",40.4951365,-74.44392539,1,11/24/25 - 11/24/25,Dangerous Drugs,HONDURAS,
"Northa Las Vegas, NV",36.2005191,-115.1214745,1,10/04/25 - 10/04/25,Traffic Offenses,MEXICO,
"Neptune Twp, NJ",40.2239981,-74.0478216,1,11/05/25 - 11/05/25,Public Peace,MEXICO,
"Nesquehoning, PA",40.864534,-75.8110277,1,08/13/25 - 08/13/25,Forgery,CUBA,
"Dodson, NC",35.8756923,-79.6303032,1,04/08/25 - 04/08/25,Assault,MEXICO,
"Dolton, IL",41.6389236,-87.607268,1,04/28/26 - 04/28/26,Homicide,MEXICO,
"Napples, FL",26.1421976,-81.7942944,1,11/03/25 - 11/03/25,,GUATEMALA,
"North Riverside, IL",41.84686,-87.8152024,1,10/20/25 - 10/20/25,Sex Offenses (Not Involving Assault or Commercialized Sex),MEXICO,
"Neleigh, IA",32.3213982,-106.7969956,1,10/29/25 - 10/29/25,Assault,GUATEMALA,
"New  Brunswick, NJ",40.4951365,-74.4439254,1,06/25/25 - 06/25/25,Assault,PERU,
"New  Waverly, TX",30.5377007,-95.483276,1,10/22/25 - 10/22/25,Fraudulent Activities,GUATEMALA,
"Decature, GA",32.8250654,-83.5559659,1,05/01/25 - 05/01/25,Larceny,NICARAGUA,
"North Stillwater, MN",45.0494414,-92.8340577,1,04/13/26 - 04/13/26,Flight / Escape,EL SALVADOR,
"North Syracuse, NY",43.13479,-76.129924,1,08/25/25 - 08/25/25,Traffic Offenses,GUATEMALA,
"Decatrur, TX",33.2342834,-97.5861393,1,04/03/25 - 04/03/25,Traffic Offenses,HONDURAS,
"North Scituate, RI",41.8317661,-71.5872858,1,10/08/25 - 10/08/25,Traffic Offenses,BRAZIL,
"North Shore, CA",33.5147895,-115.9091712,1,02/24/25 - 02/24/25,Assault,MEXICO,
"North Planfield, NJ",40.6208476,-74.4279801,1,12/08/25 - 12/08/25,,ECUADOR,
"North Reading, MA",42.5750939,-71.0786653,1,05/05/25 - 05/05/25,,BRAZIL,
"Naples, FM",26.1421976,-81.7942944,1,08/08/25 - 08/08/25,,GUATEMALA,
"Douglas, MN",45.9340479,-95.4627651,1,01/25/26 - 01/25/26,Immigration,PERU,
"Nashville, TX",29.8242349,-95.2844687,1,06/16/25 - 06/16/25,Assault,MEXICO,
"Nas Point Mugu, CA",34.1141518,-119.1180463,1,12/11/25 - 12/11/25,,MEXICO,
"Northville, NY",40.9733195,-72.6158096,1,05/14/25 - 05/14/25,,UNITED STATES,
"De Soto, MO",38.1388113,-90.5539205,1,11/16/25 - 11/16/25,Larceny,VENEZUELA,
"Norwich, NY",42.5311809,-75.5235149,1,06/10/25 - 06/10/25,Sexual Assault,SOMALIA,
"Noth Fort Myers, FL",26.7107375,-81.8130065,1,12/06/25 - 12/06/25,,GUATEMALA,
"Oak, IL",37.5764379,-88.517825,1,11/01/25 - 11/01/25,,MEXICO,
"Oak, LA",31.9173707,-91.2344409,1,06/26/25 - 06/26/25,Obscenity,CUBA,
"Northe Las Vegas, NV",36.2005191,-115.1214745,1,06/08/25 - 06/08/25,Assault,MEXICO,
"Northeast, PA",34.5991885,-86.9611756,1,04/25/26 - 04/25/26,Immigration,MEXICO,
"Northg Brunwick, NJ",40.4539249,-74.476545,1,03/17/25 - 03/17/25,Threat,HONDURAS,
"Oak Grove, MN",45.3407981,-93.326897,1,01/14/26 - 01/14/26,Immigration,NICARAGUA,
"Norty Providence, RI",41.8500997,-71.46617023,1,02/13/25 - 02/13/25,Assault,GUATEMALA,
"Doniphan, MO",36.6208917,-90.8234551,1,12/17/25 - 12/17/25,Assault,HONDURAS,
"O-Fallon, MO",38.7902503,-90.7033292,1,12/01/25 - 12/01/25,Immigration,MEXICO,
"Danton, GA",34.0414047,-82.9023636,1,12/30/25 - 12/30/25,,GUATEMALA,
"Danviliie, AR",35.0539792,-93.3935185,1,12/15/25 - 12/15/25,Traffic Offenses,NICARAGUA,
"Dawson, GA",34.4077085,-84.1356771,1,05/13/26 - 05/13/26,Traffic Offenses,HONDURAS,
"Dayrona Beach, FL",29.2108147,-81.0228331,1,04/03/25 - 04/03/25,Traffic Offenses,GUATEMALA,
"Nottoway, VA",37.1489448,-78.0583926,1,05/15/25 - 05/15/25,Sexual Assault,MEXICO,
"Nsl, UT",40.8247176,-111.8916083,1,03/18/26 - 03/18/26,Traffic Offenses,MEXICO,
"Downers Grokve, IL",41.7936822,-88.0102281,1,11/10/25 - 11/10/25,,KYRGYZSTAN,
"Davenport, KY",37.2364325,-86.9199939,1,03/26/26 - 03/26/26,Traffic Offenses,MEXICO,
"Darlington, IL",42.0473248,-88.1104434,1,02/18/26 - 02/18/26,Obstructing the Police,MEXICO,
"Nashvile, TN",36.2599836,-86.6462563,1,12/10/25 - 12/10/25,,MEXICO,
"Downsingtown, PA",40.0064958,-75.70327418,1,06/01/25 - 06/01/25,Immigration,MEXICO,
"National, CA",37.7862742,-122.410172,1,08/01/25 - 08/01/25,,MEXICO,
"N. Plainfield, NJ",40.6208476,-74.4279801,1,12/01/25 - 12/01/25,,GUATEMALA,
"N. Richland Hill, TX",28.6903262,-100.4807552,1,08/26/25 - 08/26/25,Weapon Offenses,MEXICO,
"N Fort Myers, FL",26.6728666,-81.8840848,1,10/19/25 - 10/19/25,Immigration,VENEZUELA,
"N.Charleston, SC",32.8546197,-79.9748103,1,02/08/26 - 02/08/26,Traffic Offenses,GUATEMALA,
"Oberlin, KS",39.818338,-100.528201,1,06/04/25 - 06/04/25,Traffic Offenses,MEXICO,
"Doney Park, AZ",35.2552305,-111.5548921,1,05/07/26 - 05/07/26,Weapon Offenses,MEXICO,
"Drive Chipley, FL",30.7861239,-85.5332694,1,12/30/25 - 12/30/25,Assault,COLOMBIA,
"Oaklands Park, FL",27.3460555,-82.5335153,1,10/05/25 - 10/05/25,,EL SALVADOR,
"Oaklawn, IL",41.4876587,-90.4479452,1,02/20/26 - 02/20/26,Dangerous Drugs,MEXICO,
"Oakand, CA",37.8044557,-122.2713561,1,08/12/25 - 08/12/25,,HONDURAS,
"Oakwood, GA",34.227602,-83.8843455,1,02/21/26 - 02/21/26,Traffic Offenses,VENEZUELA,
"Danddridge, TN",36.0153693,-83.41488975,1,05/13/25 - 05/13/25,,IRAQ,
"Dannemora, NY",44.721613,-73.723755,1,03/11/25 - 03/11/25,Homicide,JAMAICA,
"Oak Park, MN",45.1680208,-93.2657834,1,01/03/26 - 01/03/26,Dangerous Drugs,MEXICO,
"Oak Park Heights, MN",45.0319921,-92.8202271,1,10/28/25 - 10/28/25,Robbery,GUINEA,
"Oak Point, TX",33.1901194,-96.991674,1,05/04/26 - 05/04/26,Assault,HONDURAS,
"Oakland, MI",42.6618842,-83.3804439,1,05/22/25 - 05/22/25,Assault,MEXICO,
"Olatheq, KS",38.8838856,-94.81887,1,11/01/25 - 11/01/25,Fraudulent Activities,MEXICO,
"Odessa, OTR",31.8457149,-102.367687,1,11/06/25 - 11/06/25,Assault,"MICRONESIA, FEDERATED STATES OF",
"Odgen, IA",38.4519922,-87.8269744,1,06/20/25 - 06/20/25,,NICARAGUA,
"Ofallan, MO",38.7345353,-90.69015095,1,09/16/25 - 09/16/25,,HONDURAS,
"Odenton, MD",39.0657788,-76.6876169,1,07/21/25 - 07/21/25,,NIGERIA,
"Oak Ridge North, TX",30.1602158,-95.4443834,1,11/24/25 - 11/24/25,,GUATEMALA,
"Ocean  City, MD",38.3315412,-75.0874151,1,12/18/25 - 12/18/25,General Crimes,TURKIYE,
"Okechobee, FL",27.3923408,-80.88736556,1,04/25/25 - 04/25/25,,HONDURAS,
"Oceola, IA",40.8447792,-83.0938027,1,06/23/25 - 06/23/25,Assault,MEXICO,
"Ocean Gate, NJ",39.9267851,-74.1337496,1,08/04/25 - 08/04/25,Assault,MEXICO,
"Na, MN",-16.7419965,-43.8707256,1,02/04/26 - 02/04/26,Assault,MEXICO,
"Nacodoches, TX",31.8673172,-94.9897614,1,01/23/26 - 01/23/26,Assault,MEXICO,
"Nacogduches, TX",31.5970503,-94.5927451,1,08/19/25 - 08/19/25,,MEXICO,
"N. Chesterfiled, VA",37.5056125,-77.6087021,1,02/05/25 - 02/05/25,,GUATEMALA,
"Dugway, UT",40.2215008,-112.744842,1,08/07/25 - 08/07/25,Liquor,MEXICO,
"Naguabo, PR",18.2354167,-65.7579951,1,03/05/26 - 03/05/26,,UNITED STATES,
"Ocean View, HI",21.3092966,-157.848491,1,07/29/25 - 07/29/25,,UNITED STATES,
"Myakka City, FL",27.3497671,-82.161478,1,10/30/25 - 10/30/25,Traffic Offenses,MEXICO,
"Durango, OK",35.4366432,-97.7378866,1,10/22/25 - 10/22/25,Traffic Offenses,MEXICO,
"Dunirk, NY",42.483224,-79.33456051,1,01/31/25 - 01/31/25,,MEXICO,
"Muscogee, OK",35.6112137,-95.9521447,1,12/09/25 - 12/09/25,,MEXICO,
"Murfreesboror, AR",35.8460396,-86.39210961,1,11/02/25 - 11/02/25,Traffic Offenses,MEXICO,
"Murfresboro, TN",35.8460396,-86.39210961,1,03/19/26 - 03/19/26,"Obstructing Judiciary, Congress, Legislature, Etc.",VENEZUELA,
"Myrttle Beach, SC",33.6956461,-78.8900409,1,07/25/25 - 07/25/25,Assault,MEXICO,
"Okahoma City, OK",35.4729886,-97.5170536,1,06/20/25 - 06/20/25,,NICARAGUA,
"Dunham Springs, LA",33.7694963,-116.5279683,1,12/12/25 - 12/12/25,,PANAMA,
"Dumfries, VA",38.5674096,-77.3267652,1,01/10/26 - 01/10/26,,PERU,
"Okalhoma City, OK",35.4729886,-97.5170536,1,06/29/25 - 06/29/25,Burglary,"CHINA, PEOPLES REPUBLIC OF",
"Odessa, MO",38.9995797,-93.9539663,1,05/30/25 - 05/30/25,Traffic Offenses,EL SALVADOR,
"Oklahoma Ciity, OK",35.4729886,-97.5170536,1,03/09/26 - 03/09/26,,GUATEMALA,
"Olmitos, TX",26.3129686,-98.7375264,1,01/03/26 - 01/03/26,,MEXICO,
"Olmsted Falls, OH",41.375049,-81.9081937,1,11/24/25 - 11/24/25,,MOROCCO,
"Cutoff, LA",29.9179823,-89.9778468,1,03/12/25 - 03/12/25,,HONDURAS,
"Cypresss, CA",33.8248235,-118.0399379,1,06/11/25 - 06/11/25,,HONDURAS,
"Oklahoma Cityu, OK",35.4729886,-97.5170536,1,04/02/25 - 04/02/25,Invasion of Privacy,NICARAGUA,
"Oklaoklahoma City, OK",35.4729886,-97.5170536,1,09/29/25 - 09/29/25,,GUATEMALA,
"Cumberland, ME",43.8506432,-70.4001498,1,02/11/25 - 02/11/25,Robbery,ECUADOR,
"Dallas Tx., TX",32.7748049,-96.8608113,1,07/01/25 - 07/01/25,Dangerous Drugs,MEXICO,
"Ola, AR",35.0323119,-93.2232345,1,04/29/26 - 04/29/26,,EL SALVADOR,
"Olahoma City, OK",35.4729886,-97.5170536,1,06/17/25 - 06/17/25,,MEXICO,
"Dalllas, TX",32.7762719,-96.7968559,1,08/19/25 - 08/19/25,Forgery,GUYANA,
"Dallas, AL",32.3117968,-87.1046643,1,06/10/25 - 06/10/25,,FALKLAND ISLANDS,
"Dallas, OR",44.9189206,-123.315869,1,04/16/26 - 04/16/26,Assault,MEXICO,
"Oklahoma City, SC",35.4729886,-97.5170536,1,04/15/26 - 04/15/26,,GUATEMALA,
"Oklahoma City73, OK",35.4729886,-97.5170536,1,02/23/26 - 02/23/26,,HONDURAS,
"Mujldrow, OK",35.4062034,-94.5988306,1,12/22/25 - 12/22/25,,CUBA,
"Myerstown, WV",39.2066475,-77.8655504,1,11/11/25 - 11/11/25,Sexual Assault,INDIA,
"Dale, IN",38.1689416,-86.9899966,1,03/18/26 - 03/18/26,Robbery,EL SALVADOR,
"Dalevile, AL",31.3101719,-85.7129908,1,10/23/25 - 10/23/25,Immigration,GUATEMALA,
"Dalhalrt, TX",36.060408,-102.5180764,1,06/17/25 - 06/17/25,,GUATEMALA,
"Dadevill, AL",32.831238,-85.7635692,1,04/18/25 - 04/18/25,General Crimes,VENEZUELA,
"Mtn Hope, AL",33.3722228,-86.7386232,1,03/18/26 - 03/18/26,,EL SALVADOR,
"Murfreesboro, LA",36.0244808,-86.5862935,1,03/07/25 - 03/07/25,Flight / Escape,MEXICO,
"Mulehshoe, TX",34.226486,-102.7239208,1,03/11/26 - 03/11/26,Traffic Offenses,GUATEMALA,
"Muncie, MN",40.1936892,-85.3865271,1,01/24/26 - 01/24/26,,EL SALVADOR,
"E. Newark, NJ",40.7501076,-74.1611525,1,11/29/25 - 11/29/25,,ECUADOR,
"Mulehose, TX",34.226486,-102.7239208,1,05/31/25 - 05/31/25,General Crimes,GUATEMALA,
"Mt. Sterling, OH",39.7195055,-83.2651926,1,03/03/26 - 03/03/26,,GUATEMALA,
"Mt. Vernon, IN",37.9318018,-87.8947848,1,06/19/25 - 06/19/25,General Crimes,GUATEMALA,
"Onalaska, TX",30.805746,-95.1163261,1,10/07/25 - 10/07/25,,COLOMBIA,
"Dwg, TX",32.6810135,-97.1612506,1,07/23/25 - 07/23/25,Dangerous Drugs,MEXICO,✅
"Dyer, IN",41.4942021,-87.5217068,1,08/13/25 - 08/13/25,,UNITED STATES,
"Dupage, IL",41.8603735,-88.0906873,1,11/07/25 - 11/07/25,Assault,MEXICO,
"Dupo, IL",38.5161634,-90.2103903,1,11/01/25 - 11/01/25,Immigration,COLOMBIA,
"Onatrio, CA",34.065846,-117.64843,1,09/23/25 - 09/23/25,Traffic Offenses,MEXICO,
"Olympai, WA",47.0451022,-122.8950077,1,03/06/25 - 03/06/25,,TUNISIA,
"Ontaio, CA",34.065846,-117.64843,1,06/16/25 - 06/16/25,Sex Offenses (Not Involving Assault or Commercialized Sex),MEXICO,
"Ontario, OR",44.0265525,-116.9629378,1,01/22/26 - 01/22/26,Traffic Offenses,MEXICO,
"Ontartio, CA",34.065846,-117.64843,1,07/08/25 - 07/08/25,Immigration,GUATEMALA,
"Omena, MI",45.0555552,-85.5889721,1,03/12/26 - 03/12/26,,TURKIYE,
"Murfreeboro, TN",35.8460396,-86.39210961,1,05/06/25 - 05/06/25,Burglary,MEXICO,
"Mt. Belvieu, TX",29.8477222,-94.890758,1,11/24/25 - 11/24/25,Dangerous Drugs,MEXICO,
"Mt. Brook, AL",42.3855393,-95.2644398,1,11/05/25 - 11/05/25,,VENEZUELA,
"Mt. Enterprise, TX",31.9179473,-94.6810439,1,02/19/26 - 02/19/26,,MEXICO,
"Mt. Holly, NC",35.2976298,-81.0161686,1,05/08/25 - 05/08/25,Assault,MEXICO,
"Mt Sterling, KY",38.0561079,-83.9431961,1,06/30/25 - 06/30/25,Forgery,MEXICO,
"Mt Sterling, OH",39.7195055,-83.2651926,1,03/03/26 - 03/03/26,,GUATEMALA,
"Mt. Sterling, KY",38.0561079,-83.9431961,1,03/05/26 - 03/05/26,Traffic Offenses,MEXICO,
"Cullmand, AL",34.1335332,-86.8779268,1,04/17/25 - 04/17/25,General Crimes,GUATEMALA,
"Culpepper, VA",36.7830145,-76.5462167,1,02/17/26 - 02/17/26,,HONDURAS,
"Mt Vernon, MO",37.1036666,-93.8185401,1,11/24/25 - 11/24/25,Dangerous Drugs,CAPE VERDE,
"Culebra, PR",18.3136776,-65.2826226,1,02/24/26 - 02/24/26,,UNITED STATES,
"Ordway, CO",38.2180608,-103.7560606,1,02/23/26 - 02/23/26,Forgery,MEXICO,
"Orelando, FL",28.5421109,-81.3790304,1,10/26/25 - 10/26/25,Sexual Assault,CUBA,
"Mulbarry, FL",27.8953038,-81.9734172,1,09/26/25 - 09/26/25,Traffic Offenses,MEXICO,
"Opalocka, FL",25.8977778,-80.2336111,1,04/18/26 - 04/18/26,,VENEZUELA,
"Crawsfordsville, IN",40.0408627,-86.8997385,1,07/01/25 - 07/01/25,Traffic Offenses,GUATEMALA,
"Crystal City, VA",38.8579043,-77.0502898,1,07/21/25 - 07/21/25,,VENEZUELA,
"Crown Pointe, IN",40.1145295,-85.6439184,1,02/24/25 - 02/24/25,Assault,NICARAGUA,
"Crystal Beach, TX",29.4572611,-94.6389136,1,11/01/25 - 11/01/25,,MEXICO,
"Crowley, TX",32.5783528,-97.3585533,1,12/03/25 - 12/03/25,,COLOMBIA,
"Eaglesville, PA",40.160085,-75.4106722,1,04/11/25 - 04/11/25,Assault,GUATEMALA,
"Oseola, AR",43.5528621,-116.2933665,1,04/04/25 - 04/04/25,Traffic Offenses,MEXICO,
"Crossby, TX",33.5778818,-101.2855737,1,11/20/25 - 11/20/25,Obstructing the Police,MEXICO,
"Opelouses, LA",30.5335302,-92.081509,1,07/21/25 - 07/21/25,Stolen Vehicle,HONDURAS,
"Osseo, WI",44.5772777,-91.2228203,1,07/23/25 - 07/23/25,,MEXICO,
"Mt. Prospect, IL",42.0664167,-87.9372908,1,01/27/25 - 01/27/25,,MEXICO,
"Orlanado, FL",28.5421109,-81.3790304,1,06/01/25 - 06/01/25,Traffic Offenses,GUATEMALA,
"Orland, IN",41.7306059,-85.1716376,1,02/12/26 - 02/12/26,Immigration,EL SALVADOR,✅
"Owing Mills, MD",39.4056383,-76.7937301,1,06/19/25 - 06/19/25,,EL SALVADOR,
"Mt. Juliet, TN",36.200055,-86.5186054,1,11/26/25 - 11/26/25,Assault,GUATEMALA,
"Eagle Grove, IA",42.6641418,-93.9046225,1,09/22/25 - 09/22/25,Assault,HONDURAS,
"Mountlake, WA",47.7909667,-122.3066395,1,01/15/26 - 01/15/26,,MEXICO,
"Mt. Pleasant, SC",32.7940651,-79.8625851,1,04/12/25 - 04/12/25,,GUATEMALA,
"Mt. Pleasant, TN",35.5342414,-87.206954,1,08/13/25 - 08/13/25,Dangerous Drugs,MEXICO,
"Mt. Pleasenat, TX",33.1570582,-94.9694007,1,08/11/25 - 08/11/25,Traffic Offenses,HONDURAS,
"Ouray, CO",38.146044,-107.7414887,1,08/07/25 - 08/07/25,Assault,MEXICO,
"Owego, NY",42.1034528,-76.2622669,1,03/05/26 - 03/05/26,Damage Property,INDIA,
"Otero County, NM",32.5059533,-105.8063662,1,04/11/25 - 04/11/25,Dangerous Drugs,MEXICO,
"Ottowa, KS",37.580738,-95.691123,1,06/25/25 - 06/25/25,Dangerous Drugs,HAITI,
"Oswegatchie, NY",44.6431778,-75.4631697,1,03/23/26 - 03/23/26,,UNITED STATES,
"Ota Mesa, CA",32.5628828,-116.9878342,1,07/14/25 - 07/14/25,,MEXICO,
"Dunseith, ND",48.813057,-100.060968,1,03/20/25 - 03/20/25,Sexual Assault,LAOS,
"Mt Hope, WV",37.8953906,-81.1642682,1,10/08/25 - 10/08/25,,"CHINA, PEOPLES REPUBLIC OF",
"Crimson Circle, UT",37.1082276,-113.5351841,1,04/11/25 - 04/11/25,,VENEZUELA,
"Crockette, TX",30.6517377,-101.3766686,1,12/03/25 - 12/03/25,Dangerous Drugs,MEXICO,
"Eagar, AZ",34.1111581,-109.291475,1,08/11/25 - 08/11/25,Weapon Offenses,MEXICO,
"East  Boston, MA",42.3718183,-71.0281505,1,10/06/25 - 10/06/25,,BRAZIL,
"East Bay Saint Louis, MS",47.012518,-92.1541571,1,02/05/26 - 02/05/26,,GUATEMALA,
"East Bethel, MN",45.3194095,-93.2024487,1,01/09/26 - 01/09/26,,ECUADOR,
"Mountainbrook, AL",31.8126569,-85.9499505,1,05/15/26 - 05/15/26,,MEXICO,
"Mountainview, CA",33.6791624,-118.0258927,1,09/12/25 - 09/12/25,,COLOMBIA,
"Mount Sterling, OH",39.7195055,-83.2651926,1,10/30/25 - 10/30/25,Assault,EL SALVADOR,
"Mount Vernon, GA",32.1785145,-82.5945783,1,03/03/26 - 03/03/26,Traffic Offenses,GUATEMALA,
"East Donegal Township, PA",40.083289,-76.5585457,1,04/03/26 - 04/03/26,,GUATEMALA,
"East Donegal Twp, PA",40.083289,-76.5585457,1,04/03/26 - 04/03/26,,GUATEMALA,
"East Elmhurt, NY",40.7612123,-73.8651358,1,10/30/25 - 10/30/25,,KOREA,
"Crawfordville, GA",33.5539938,-82.8961899,1,10/01/25 - 10/01/25,Immigration,MEXICO,
"Paco, WV",38.9919839,-80.2274293,1,01/06/26 - 01/06/26,Traffic Offenses,MEXICO,
"Mt Rainier, MD",38.9364848,-76.9596981,1,09/17/25 - 09/17/25,Traffic Offenses,EL SALVADOR,
"Mt Angel, OR",45.0678032,-122.799682,1,07/23/25 - 07/23/25,,MEXICO,
"Oznona, TX",30.7127575,-101.2118253,1,06/25/25 - 06/25/25,Traffic Offenses,MEXICO,
"Ozonepark, NY",40.67677,-73.8437461,1,12/07/25 - 12/07/25,,INDIA,
